"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"09/28/2020","94,666","97,005","98,314","94,371","10.51M","-2.41%"
"09/25/2020","96,999","97,011","97,012","95,632","7.35M","-0.01%"
"09/24/2020","97,012","95,735","97,955","95,653","9.33M","1.33%"
"09/23/2020","95,735","97,294","97,389","95,728","8.83M","-1.60%"
"09/22/2020","97,294","96,995","97,684","96,390","7.28M","0.31%"
"09/21/2020","96,991","98,283","98,283","95,820","9.74M","-1.32%"
"09/18/2020","98,290","100,098","100,102","98,045","11.37M","-1.81%"
"09/17/2020","100,098","99,674","100,251","98,562","7.86M","0.42%"
"09/16/2020","99,676","100,299","100,663","99,663","7.14M","-0.62%"
"09/15/2020","100,298","100,277","100,949","99,647","9.22M","0.02%"
"09/14/2020","100,275","98,367","100,520","98,367","8.18M","1.94%"
"09/11/2020","98,363","98,839","99,435","97,758","9.11M","-0.48%"
"09/10/2020","98,835","101,291","101,536","98,687","8.89M","-2.43%"
"09/09/2020","101,292","100,050","101,578","100,050","7.96M","1.24%"
"09/08/2020","100,050","101,239","101,239","99,373","8.48M","-1.18%"
"09/04/2020","101,242","100,733","101,582","98,960","11.33M","0.52%"
"09/03/2020","100,721","101,911","103,226","99,751","12.61M","-1.17%"
"09/02/2020","101,911","102,168","102,824","100,872","7.56M","-0.25%"
"09/01/2020","102,168","99,382","102,238","99,382","9.38M","2.82%"
"08/31/2020","99,369","102,142","102,142","99,369","12.23M","-2.72%"
"08/28/2020","102,143","100,631","102,347","100,631","7.67M","1.51%"
"08/27/2020","100,624","100,625","101,548","99,857","7.36M","0.00%"
"08/26/2020","100,627","102,119","102,521","99,359","9.86M","-1.46%"
"08/25/2020","102,118","102,293","102,708","101,623","8.19M","-0.18%"
"08/24/2020","102,298","101,525","102,515","101,525","7.72M","0.77%"
"08/21/2020","101,521","101,460","101,566","100,412","9.10M","0.05%"
"08/20/2020","101,468","100,853","101,749","99,131","9.40M","0.61%"
"08/19/2020","100,854","102,072","102,334","100,800","10.03M","-1.19%"
"08/18/2020","102,065","99,597","102,247","99,597","9.42M","2.48%"
"08/17/2020","99,595","101,348","101,689","98,513","10.82M","-1.73%"
"08/14/2020","101,353","100,469","101,717","100,445","8.58M","0.89%"
"08/13/2020","100,461","102,118","103,237","100,187","10.72M","-1.62%"
"08/12/2020","102,118","102,176","103,116","100,698","10.11M","-0.05%"
"08/11/2020","102,174","103,449","104,409","102,174","9.36M","-1.23%"
"08/10/2020","103,444","102,776","103,722","101,282","8.26M","0.65%"
"08/07/2020","102,776","104,116","104,126","101,956","10.34M","-1.30%"
"08/06/2020","104,126","102,795","104,523","102,795","9.69M","1.29%"
"08/05/2020","102,802","101,220","103,763","101,220","10.92M","1.57%"
"08/04/2020","101,216","102,826","103,012","100,004","12.03M","-1.57%"
"08/03/2020","102,830","102,913","103,863","102,304","10.90M","-0.08%"
"07/31/2020","102,912","105,010","105,462","102,642","12.93M","-2.00%"
"07/30/2020","105,009","105,605","105,607","103,920","9.59M","-0.56%"
"07/29/2020","105,605","104,112","105,704","104,112","9.24M","1.44%"
"07/28/2020","104,109","104,477","104,663","103,592","9.09M","-0.35%"
"07/27/2020","104,477","102,381","104,585","102,381","9.62M","2.05%"
"07/24/2020","102,382","102,292","102,694","100,859","9.80M","0.09%"
"07/23/2020","102,293","104,291","104,949","102,119","10.37M","-1.91%"
"07/22/2020","104,290","104,312","104,980","103,277","10.83M","-0.02%"
"07/21/2020","104,310","104,426","105,449","103,732","11.11M","-0.11%"
"07/20/2020","104,426","102,888","104,439","102,744","8.93M","1.49%"
"07/17/2020","102,888","100,554","103,017","100,554","10.43M","2.32%"
"07/16/2020","100,553","101,791","101,792","100,160","8.13M","-1.22%"
"07/15/2020","101,791","100,444","102,114","100,444","9.29M","1.35%"
"07/14/2020","100,440","98,699","100,632","98,289","10.02M","1.77%"
"07/13/2020","98,697","100,027","100,858","98,697","10.38M","-1.33%"
"07/10/2020","100,032","99,160","100,101","98,739","9.15M","0.88%"
"07/09/2020","99,160","99,770","100,191","98,861","9.47M","-0.61%"
"07/08/2020","99,770","97,765","99,973","97,765","9.14M","2.06%"
"07/07/2020","97,761","98,937","98,938","97,272","8.95M","-1.19%"
"07/06/2020","98,937","96,776","99,257","96,768","9.49M","2.24%"
"07/03/2020","96,765","96,237","96,765","95,803","5.35M","0.55%"
"07/02/2020","96,235","96,206","97,864","96,052","10.06M","0.03%"
"07/01/2020","96,203","95,062","96,852","95,062","10.16M","1.21%"
"06/30/2020","95,056","95,728","96,257","94,806","10.14M","-0.71%"
"06/29/2020","95,735","93,837","95,735","93,825","8.91M","2.03%"
"06/26/2020","93,834","95,979","95,979","93,514","8.44M","-2.24%"
"06/25/2020","95,983","94,382","96,260","94,152","8.70M","1.70%"
"06/24/2020","94,377","95,974","95,974","93,259","9.96M","-1.67%"
"06/23/2020","95,975","95,344","97,486","95,344","9.75M","0.67%"
"06/22/2020","95,336","96,572","96,870","94,869","8.26M","-1.28%"
"06/19/2020","96,572","96,138","97,540","95,874","13.13M","0.47%"
"06/18/2020","96,125","95,547","97,110","94,698","10.01M","0.60%"
"06/17/2020","95,547","93,531","96,611","93,531","11.13M","2.16%"
"06/16/2020","93,531","92,387","95,216","92,387","12.03M","1.25%"
"06/15/2020","92,376","92,780","93,112","90,148","13.32M","-0.45%"
"06/12/2020","92,795","94,677","94,703","90,811","12.79M","-2.00%"
"06/10/2020","94,686","96,747","97,646","94,665","11.74M","-2.13%"
"06/09/2020","96,747","97,644","97,644","95,386","11.29M","-0.92%"
"06/08/2020","97,645","94,640","97,693","94,635","11.10M","3.18%"
"06/05/2020","94,637","93,839","97,356","93,839","13.32M","0.86%"
"06/04/2020","93,829","92,993","94,132","92,221","11.49M","0.89%"
"06/03/2020","93,002","91,048","93,710","91,048","15.14M","2.15%"
"06/02/2020","91,046","88,622","91,046","88,622","11.83M","2.74%"
"06/01/2020","88,620","87,395","89,019","86,837","9.85M","1.39%"
"05/29/2020","87,403","86,951","87,410","85,384","16.55M","0.52%"
"05/28/2020","86,949","87,946","88,091","86,767","10.12M","-1.13%"
"05/27/2020","87,946","85,468","87,946","85,468","11.21M","2.90%"
"05/26/2020","85,469","85,668","87,333","85,396","12.03M","-0.23%"
"05/25/2020","85,663","82,198","85,876","82,193","8.76M","4.25%"
"05/22/2020","82,173","83,027","83,027","81,669","9.28M","-1.03%"
"05/21/2020","83,027","81,320","83,309","81,317","11.40M","2.10%"
"05/20/2020","81,319","80,747","82,290","80,740","9.52M","0.71%"
"05/19/2020","80,742","81,197","82,175","80,647","10.74M","-0.56%"
"05/18/2020","81,194","77,576","81,420","77,571","11.53M","4.69%"
"05/15/2020","77,557","79,011","79,538","77,426","11.72M","-1.84%"
"05/14/2020","79,011","77,770","79,011","75,697","13.82M","1.59%"
"05/13/2020","77,772","77,877","78,911","77,152","11.58M","-0.13%"
"05/12/2020","77,872","79,065","80,344","77,872","10.25M","-1.51%"
"05/11/2020","79,065","80,263","80,723","78,994","9.78M","-1.49%"
"05/08/2020","80,263","78,152","80,557","78,152","10.73M","2.74%"
"05/07/2020","78,119","79,072","80,061","78,061","13.81M","-1.20%"
"05/06/2020","79,064","79,473","79,996","78,056","9.78M","-0.51%"
"05/05/2020","79,471","78,887","81,066","78,886","9.15M","0.75%"
"05/04/2020","78,876","80,501","80,502","77,640","8.59M","-2.02%"
"04/30/2020","80,506","83,169","83,169","80,168","11.80M","-3.20%"
"04/29/2020","83,171","81,313","83,598","81,313","11.72M","2.29%"
"04/28/2020","81,312","78,243","81,427","78,243","12.94M","3.93%"
"04/27/2020","78,239","75,334","78,563","75,327","10.66M","3.86%"
"04/24/2020","75,331","79,667","79,667","72,041","16.53M","-5.45%"
"04/23/2020","79,673","80,690","81,934","78,622","10.82M","-1.26%"
"04/22/2020","80,687","78,973","81,184","78,973","9.85M","2.17%"
"04/20/2020","78,973","78,989","80,106","76,943","8.87M","-0.02%"
"04/17/2020","78,990","77,817","79,846","77,754","8.32M","1.51%"
"04/16/2020","77,812","78,837","80,167","77,452","9.03M","-1.29%"
"04/15/2020","78,831","79,911","80,035","77,546","9.76M","-1.36%"
"04/14/2020","79,918","78,848","81,668","78,848","8.59M","1.37%"
"04/13/2020","78,836","77,682","78,836","76,405","7.65M","1.49%"
"04/09/2020","77,682","78,640","80,428","77,457","10.75M","-1.20%"
"04/08/2020","78,625","76,335","79,058","76,115","10.21M","2.97%"
"04/07/2020","76,358","74,078","79,855","74,078","11.29M","3.08%"
"04/06/2020","74,073","69,556","75,260","69,556","9.69M","6.52%"
"04/03/2020","69,538","72,241","72,241","67,802","10.41M","-3.76%"
"04/02/2020","72,253","70,969","73,861","70,957","10.54M","1.81%"
"04/01/2020","70,967","73,011","73,011","69,569","10.09M","-2.81%"
"03/31/2020","73,020","74,629","75,511","72,385","11.14M","-2.17%"
"03/30/2020","74,639","73,431","75,430","73,184","9.03M","1.65%"
"03/27/2020","73,429","77,708","77,708","73,057","10.30M","-5.51%"
"03/26/2020","77,710","74,956","78,846","74,923","12.76M","3.67%"
"03/25/2020","74,956","69,727","76,714","69,360","12.95M","7.50%"
"03/24/2020","69,729","63,604","71,535","63,604","11.68M","9.69%"
"03/23/2020","63,570","67,067","67,604","62,161","11.96M","-5.22%"
"03/20/2020","67,069","68,344","72,247","66,120","15.15M","-1.85%"
"03/19/2020","68,332","66,883","70,071","61,691","16.14M","2.15%"
"03/18/2020","66,895","74,576","74,576","63,547","16.75M","-10.35%"
"03/17/2020","74,617","71,178","77,255","70,782","14.95M","4.85%"
"03/16/2020","71,168","82,565","82,565","70,855","12.85M","-13.92%"
"03/13/2020","82,678","72,621","83,758","72,621","15.77M","13.91%"
"03/12/2020","72,583","85,103","85,103","68,488","12.01M","-14.78%"
"03/11/2020","85,171","92,202","92,202","80,796","11.79M","-7.64%"
"03/10/2020","92,214","86,071","92,230","86,071","13.53M","7.14%"
"03/09/2020","86,067","97,982","97,982","85,880","14.65M","-12.17%"
"03/06/2020","97,997","102,230","102,230","96,886","11.86M","-4.14%"
"03/05/2020","102,233","107,217","107,217","100,536","8.60M","-4.65%"
"03/04/2020","107,224","105,540","107,809","105,042","8.41M","1.60%"
"03/03/2020","105,537","106,630","108,804","104,405","9.39M","-1.02%"
"03/02/2020","106,625","104,260","107,220","103,779","8.86M","2.35%"
"02/28/2020","104,172","102,984","104,172","99,951","11.23M","1.15%"
"02/27/2020","102,984","105,711","106,656","102,984","11.24M","-2.59%"
"02/26/2020","105,718","113,647","113,647","105,053","9.37M","-7.00%"
"02/21/2020","113,681","114,585","114,585","112,661","5.90M","-0.79%"
"02/20/2020","114,586","116,518","116,552","114,379","6.79M","-1.66%"
"02/19/2020","116,518","114,982","116,545","114,774","6.33M","1.34%"
"02/18/2020","114,977","115,309","115,309","113,532","5.55M","-0.29%"
"02/17/2020","115,309","114,381","115,696","114,381","4.36M","0.81%"
"02/14/2020","114,381","115,663","115,663","114,132","5.34M","-1.11%"
"02/13/2020","115,662","116,660","116,660","114,801","5.64M","-0.87%"
"02/12/2020","116,674","115,371","117,581","115,371","8.16M","1.13%"
"02/11/2020","115,371","112,574","115,576","112,574","6.77M","2.49%"
"02/10/2020","112,570","113,771","114,176","112,134","7.49M","-1.05%"
"02/07/2020","113,770","115,190","115,190","113,769","6.59M","-1.23%"
"02/06/2020","115,190","116,033","117,382","114,723","7.38M","-0.72%"
"02/05/2020","116,028","115,563","117,701","115,562","7.17M","0.41%"
"02/04/2020","115,557","114,631","116,556","114,631","5.83M","0.81%"
"02/03/2020","114,629","113,761","115,299","113,467","5.51M","0.76%"
"01/31/2020","113,761","115,518","115,518","113,148","6.22M","-1.53%"
"01/30/2020","115,528","115,375","115,528","112,825","6.32M","0.12%"
"01/29/2020","115,385","116,494","117,171","115,164","5.10M","-0.94%"
"01/28/2020","116,479","114,482","116,797","114,475","5.23M","1.74%"
"01/27/2020","114,482","118,347","118,347","114,376","6.10M","-3.29%"
"01/24/2020","118,376","119,528","119,593","118,108","4.78M","-0.96%"
"01/23/2020","119,528","118,391","119,535","116,906","6.57M","0.96%"
"01/22/2020","118,391","117,035","118,401","117,035","5.77M","1.17%"
"01/21/2020","117,026","118,861","118,861","117,026","5.09M","-1.54%"
"01/20/2020","118,862","118,478","118,862","117,928","3.84M","0.32%"
"01/17/2020","118,478","116,710","118,479","116,710","4.95M","1.52%"
"01/16/2020","116,704","116,415","117,106","115,961","5.42M","0.25%"
"01/15/2020","116,414","117,632","117,632","116,188","5.57M","-1.04%"
"01/14/2020","117,632","117,325","117,705","116,610","5.36M","0.26%"
"01/13/2020","117,325","115,503","117,333","115,503","5.69M","1.58%"
"01/10/2020","115,503","115,948","116,745","114,952","4.78M","-0.38%"
"01/09/2020","115,947","116,248","116,820","115,411","5.95M","-0.26%"
"01/08/2020","116,247","116,667","117,335","115,693","5.91M","-0.36%"
"01/07/2020","116,662","116,872","117,076","115,965","4.85M","-0.18%"
"01/06/2020","116,878","117,707","117,707","116,269","6.57M","-0.70%"
"01/03/2020","117,707","118,564","118,792","117,341","6.83M","-0.73%"
"01/02/2020","118,573","115,652","118,573","115,649","5.16M","2.53%"
